academic_rank,thai_db_name,scopus_name,thai_affiliation,eng_affiliation,field,citation_count,doc_count,cited_by_count,h_index,co_author_count,highest_edu,employment_type
ศาสตราจารย์,เกรียงศักดิ์ จีระแพทย์,Kriangsak Jirapaet,มหาวิทยาลัยมหิดล,Mahidol University,กุมารเวชศาสตร์,54.0,12.0,54.0,5.0,16.0,ปริญญาโท,ต่ออายุราชการ
รองศาสตราจารย์,เกรียงศักดิ์ ปัทมเรขา,Kriengsak Pattamarakha,มหาวิทยาลัยสงขลานครินทร์,Prince of Songkla University,ส่งเสริมการเกษตร,5.0,3.0,5.0,1.0,9.0,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,เกรียงศักดิ์ ไพรหิรัญกิจ,Kreangsak Prihirunkit,มหาวิทยาลัยเกษตรศาสตร์,Kasetsart University,พยาธิวิทยา,62.0,13.0,37.0,5.0,19.0,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,เกรียงไกร วงศ์โรจนภรณ์,Kriengkrai Vonglodjanaporn,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,King Mongkut's Institute of Technology Ladkrabang,วิศวกรรมโทรคมนาคม,0.0,4.0,0.0,0.0,8.0,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,เกรียงไกร อุรุโสภณ,,มหาวิทยาลัยมหิดล,Mahidol University,กายวิภาคศาสตร์,,,,,,ปริญญาตรี,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,เกรียงไกร ไตรสาร,,มหาวิทยาลัยเทคโนโลยีสุรนารี,Suranaree University of Technology,วิศวกรรมปิโตรเลียม,,,,,,ปริญญาโท,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,เกล็ดแก้ว ด่านวิวัฒน์,,มหาวิทยาลัยธรรมศาสตร์,Thammasart University,-,,,,,,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,เกวลิน เลขานนท์,Kaevalin Lekhanont,มหาวิทยาลัยมหิดล,Mahidol University,จักษุวิทยา,908.0,43.0,837.0,15.0,105.0,ปริญญาตรี,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,เกศ ชวนะลิขิกร,,มหาวิทยาลัยเชียงใหม่,Chiang Mai University,จิตรกรรม,,,,,,ปริญญาตรี,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,เกษม ขนาบแก้ว,,มหาวิทยาลัยราชภัฏสงขลา,Songkhla Rajabhat University,ภาษาไทย,,,,,,ปริญญาโท,ต่ออายุราชการ
รองศาสตราจารย์,เกษม สาหร่ายทิพย์,,มหาวิทยาลัยนเรศวร,Naresuan University,การวัดผลการศึกษา,,,,,,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,เกษม อัศวตรีรัตนกุล,Kasem Asawatreratanakul,มหาวิทยาลัยทักษิณ,Thaksin University,ชีวเคมี,228.0,5.0,189.0,5.0,18.0,ปริญญาโท,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
ศาสตราจารย์พิเศษ,เกษมสันต์ วิลาวรรณ,,มหาวิทยาลัยธรรมศาสตร์,Thammasart University,-,,,,,,-,ข้าราชการ
รองศาสตราจารย์,เกษร นันทจิต,Khesorn Nantachit,มหาวิทยาลัยเชียงใหม่,Chiang Mai University,เภสัชเคมี,16.0,6.0,16.0,2.0,13.0,ปริญญาโท,ข้าราชการ
ศาสตราจารย์,เกียรติ รักษ์รุ่งธรรม,Kiat Ruxrungtham,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,อายุรศาสตร์,9522.0,320.0,7217.0,46.0,4613.0,-,ข้าราชการ
ศาสตราจารย์,เกียรติชัย ภูริปัญโญ,Kiertijai Bhuripanyo,มหาวิทยาลัยมหิดล,Mahidol University,หทัยวิทยา,1722.0,67.0,1592.0,13.0,136.0,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,เกียรติรัตน์ คุณารัตนพฤกษ์,,มหาวิทยาลัยขอนแก่น,Khon Kaen University,โภชนวิทยา,,,,1.0,,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,เกียรติศักดิ์ รัตนสีหา,Kiattisak Rattanaseeha,มหาวิทยาลัยราชภัฏเลย,Loei Rajabhat University,คณิตศาสตร์,8.0,7.0,8.0,2.0,2.0,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,เขียน วันทนียตระกูล,,มหาวิทยาลัยมหามกุฏราชวิทยาลัย,Mahamakut Buddhist University,-,,,,,,ปริญญาโท,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
ศาสตราจารย์พิเศษ,เข็มชัย ชุติวงศ์,,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,-,,,,,,-,ข้าราชการ
ศาสตราจารย์,เข็มรัตน์ กองสุข,,มหาวิทยาลัยศิลปากร,Silapakorn University,ประติมากรรม,,,,,,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,เครือวัลย์ เอกรักษาศิลป์ชัย,,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,ชีวเคมี,,,,,,ปริญญาโท,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
ศาสตราจารย์,เจน มโนนุกุล,Jane Manonukul,มหาวิทยาลัยมหิดล,Mahidol University,พยาธิวิทยา,272.0,20.0,269.0,11.0,48.0,ปริญญาตรี,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,เจริญ ชุณหกาญจน์,Charoen Choonhakarn,มหาวิทยาลัยขอนแก่น,Khon Kaen University,อายุรศาสตร์,960.0,32.0,879.0,15.0,66.0,ปริญญาตรี,ข้าราชการ
รองศาสตราจารย์,เจริญ ทองมา,,มหาวิทยาลัยเกษตรศาสตร์,Kasetsart University,พยาธิวิทยา,,,,,,ปริญญาโท,ข้าราชการ
ศาสตราจารย์พิเศษ,เจริญ ธฤติมานนท์,,มหาวิทยาลัยธรรมศาสตร์,Thammasart University,-,,,,,,-,ข้าราชการ
รองศาสตราจารย์,เจริญ ธานีรัตน์,,มหาวิทยาลัยรามคำแหง,Ramkhamhaeng University,ศึกษาศาสตร์,,,,,,ปริญญาโท,ข้าราชการ
ศาสตราจารย์พิเศษ,เจริญ วรรธนะสิน,,มหาวิทยาลัยเกษตรศาสตร์,Kasetsart University,-,,,,,,-,ข้าราชการ
รองศาสตราจารย์,เจศฎา ถิ่นคำรพ,Jadsada Thinkhamrop,มหาวิทยาลัยขอนแก่น,Khon Kaen University,สูติศาสตร์-นรีเวชวิทยา,1097.0,58.0,1071.0,19.0,214.0,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,เจษฎา อิสเหาะ,,มหาวิทยาลัยเทคโนโลยีราชมงคลสุวรรณภูมิ,Rajamangala University of Technology Suvarnabhumi,ประมง,,,,0.0,,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,เจษฎา เจียระนัย,,มหาวิทยาลัยเกษตรศาสตร์,Kasetsart University,พลศึกษาและเลื่อนระดับ,,,,,,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,เจสดา ธนวิภาคะนนท์,,มหาวิทยาลัยราชภัฏนครสวรรค์,Nakhon Sawan Rajabhat University,พลศึกษา,,,,,,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,เจียรนัย ศิริสวัสดิ์,,มหาวิทยาลัยธรรมศาสตร์,Thammasart University,-,,,,,,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,เฉนียน เรืองเศรษฐกิจ,Chanean Ruansetakit,มหาวิทยาลัยมหิดล,Mahidol University,ศัลยศาสตร์หลอดเลือด,4.0,2.0,4.0,1.0,7.0,ปริญญาตรี,ข้าราชการ
ศาสตราจารย์,เฉลิม วราวิทย์,,มหาวิทยาลัยสยาม,Siam University,-,,,,,,ปริญญาเอก,อาจารย์มหาวิทยาลัยเอกชน
รองศาสตราจารย์,เฉลิมพล ลี้ไวโรจน์,,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,ทันตกรรมหัตถการ,,,,,,-,ข้าราชการ
รองศาสตราจารย์,เฉลิมพล ศรีหงษ์,,มหาวิทยาลัยรามคำแหง,Ramkhamhaeng University,การบริหารรัฐกิจ,,,,,,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,เฉลิมยศ อุทยารัตน์,,มหาวิทยาลัยราชภัฏยะลา,Yala Rajabhat University,เคมี,,,,,,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,เฉลิมวัฒน์ ตันตสวัสดิ์,,มหาวิทยาลัยธรรมศาสตร์,Thammasart University,สถาปัตยกรรม,0.0,,,1.0,,ปริญญาโท,อื่นๆ
รองศาสตราจารย์,เฉลิมศรี ปรีชาพานิช,,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,King Mongkut's Institute of Technology Ladkrabang,ภาษาอังกฤษ,,,,,,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,เฉลียว พันธุ์สีดา,,มหาวิทยาลัยธนบุรี,Thonburi University,บรรณารักษ์ศาสตร์,,,,,,ปริญญาโท,อาจารย์มหาวิทยาลัยเอกชน
รองศาสตราจารย์,เฉลียวศรี พิบูลชล,,มหาวิทยาลัยศรีนครินทรวิโรฒ,Srinakharinwirot University,ภาษาศาสตร์,,,,,,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,เฉลี่ย พิมพันธุ์,,มหาวิทยาลัยราชภัฏนครสวรรค์,Nakhon Sawan Rajabhat University,พลศึกษา,,,,,,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,เชวงเกียรติ แสงศิรินาวิน,Chavengkiat Saengsirinavin,มหาวิทยาลัยมหิดล,Mahidol University,-,50.0,14.0,49.0,4.0,14.0,ปริญญาโท,ต่ออายุราชการ
รองศาสตราจารย์,เชาวยุทธ พรพิมลเทพ,,มหาวิทยาลัยมหิดล,Mahidol University,วิศวกรรมสุขาภิบาล,,,,0.0,,ปริญญาโท,ต่ออายุราชการ
รองศาสตราจารย์,เชาวลิต ถาวรสิน,,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,King Mongkut's University of Technology North Bangkok,ครุศาสตร์เครื่องกล,,,,,,ปริญญาโท,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,เชิดชัย นพมณีจำรัสเลิศ,Cherdchai Nopmaneejumruslers,มหาวิทยาลัยมหิดล,Mahidol University,อายุรศาสตร์,316.0,20.0,309.0,8.0,62.0,ปริญญาตรี,ข้าราชการ
รองศาสตราจารย์,เชี่ยวชาญ อาศุวัฒนกูล,,มหาวิทยาลัยเกษตรศาสตร์,Kasetsart University,รัฐศาสตร์และรัฐประศาสนศาสตร์,,,,,,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,เดช เหมือนขาว,Dech Maunkhaw,มหาวิทยาลัยเทคโนโลยีราชมงคลศรีวิชัย,Rajamangala University of Technology Srivijaya,วิศวกรรมอุตสาหการ,3.0,2.0,3.0,1.0,3.0,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,เดชา นาวานุเคราะห์,,มหาวิทยาลัยเทคโนโลยีราชมงคลล้านนา,Rajamangala University of Technology Lanna,ประมง,,,,,,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,เดชา ลลิตอนันต์พงศ์,Decha Lalitanantpong,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,จิตเวชศาสตร์,20.0,3.0,20.0,2.0,5.0,ปริญญาโท,ข้าราชการ
ศาสตราจารย์,เดชา วราชุน,,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,King Mongkut's Institute of Technology Ladkrabang,ภาพพิมพ์,,,,,,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,เดชา ศิริภาษณ์,,มหาวิทยาลัยขอนแก่น,Khon Kaen University,จิตรกรรม,,,,,,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,เดชา ศิริเจริญ,,มหาวิทยาลัยอัสสัมชัญ,Assumption University,นิติศาสตร์,,,,,,ปริญญาโท,อาจารย์มหาวิทยาลัยเอกชน
ศาสตราจารย์พิเศษ,เดวิด จอห์น รูฟโฟโล,David Ruffolo,มหาวิทยาลัยมหิดล,Mahidol University,ฟิสิกส์ ดาราศาสตร์,1983.0,114.0,1172.0,26.0,484.0,-,ข้าราชการ
รองศาสตราจารย์,เดือน สินธุพันธ์ประทุม,,วิทยาลัยนครราชสีมา,Nakhon Ratchasima College,-,,,,,,ปริญญาโท,อาจารย์วิทยาลัยเอกชน
รองศาสตราจารย์,เดโช จักราพาณิชกุล,Decho Jakrapanichakul,มหาวิทยาลัยมหิดล,Mahidol University,หทัยวิทยา,118.0,19.0,110.0,7.0,55.0,ปริญญาตรี,ข้าราชการ
รองศาสตราจารย์,เตือนจิต เหมพงศ์พันธ์,,มหาวิทยาลัยราชภัฏนครราชสีมา,Nakhon Ratchasima Rajabhat University,-,,,,,,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,เตือนใจ ช่วงสุวนิช,Tuenjai Chuangsuwanich,มหาวิทยาลัยมหิดล,Mahidol University,พยาธิวิทยากายวิภาค,310.0,17.0,306.0,7.0,71.0,ปริญญาตรี,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
ศาสตราจารย์พิเศษ,เถลิง ธำรงนาวาสวัสดิ์,,มหาวิทยาลัยเกษตรศาสตร์,Kasetsart University,-,,,,,,-,ข้าราชการ
ศาสตราจารย์,เถลิงศักดิ์ กาญจนบุษย์,Talemgsak Kanjanabuch,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,อายุรศาสตร์,1494.0,83.0,1426.0,14.0,2250.0,ปริญญาโท,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,เทคนิคการแพทย์หญิง ดร. จารุวรรณ ศิริเทพทวี,Jaruwan Siritapetawee,มหาวิทยาลัยเทคโนโลยีสุรนารี,Suranaree University of Technology,-,192.0,21.0,169.0,8.0,46.0,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,เทพกร พิทยาภินันท์,,มหาวิทยาลัยราชภัฏสงขลา,Songkhla Rajabhat University,สาธารณสุขชุมชน,,,,,,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,เทพศักดิ์ ทองนพคุณ,,มหาวิทยาลัยบูรพา,Burapha University,ทัศนศิลป์,,,,,,ปริญญาโท,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,เทอดศักดิ์ คำเหม็ง,,มหาวิทยาลัยขอนแก่น,Khon Kaen University,-,,,,1.0,,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,เทียนศักดิ์ เมฆพรรณโอภาส,,มหาวิทยาลัยมหาสารคาม,Mahasarakham University,เคมีอินทรีย์,,,,,,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,เทียม ศรีคำจักร์,,มหาวิทยาลัยเชียงใหม่,Chiang Mai University,กิจกรรมบำบัด,,,,,,ปริญญาโท,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,เทียมจันทร์ พานิชย์ผลินไชย,,มหาวิทยาลัยนเรศวร,Naresuan University,วิจัยและสถิติ,,,,0.0,,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,เที่ยง ภูมิสะอาด,,มหาวิทยาลัยมหาสารคาม,Mahasarakham University,คณิตศาสตร์,,,,,,ปริญญาโท,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,เทื้อน ทองแก้ว,Tuan Tongkeo,มหาวิทยาลัยราชภัฏสวนดุสิต,Suan Dusit University,การศึกษา,0.0,2.0,0.0,0.0,1.0,ปริญญาโท,ต่ออายุราชการ
รองศาสตราจารย์,เธียรชัย งามทิพย์วัฒนา,Thienchai Ngamthipwatthana,มหาวิทยาลัยมหิดล,Mahidol University,จิตเวชศาสตร์,58.0,17.0,58.0,3.0,44.0,ปริญญาตรี,ข้าราชการ
รองศาสตราจารย์,เนตรชนก คงทน,,มหาวิทยาลัยราชภัฏนครราชสีมา,Nakhon Ratchasima Rajabhat University,นิเทศศาสตร์,,,,,,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,เนตร์พัณนา ยาวิราช,,มหาวิทยาลัยเทคโนโลยีราชมงคลธัญบุรี,Rajamangala University of Technology Thanyaburi,การจัดการ,,,,,,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,เนื่องน้อย บุณยเนตร,,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,-,,,,,,ปริญญาตรี,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,เบญจมาศ อภิสิทธิ์ภิญโญ,,มหาวิทยาลัยราชภัฏนครราชสีมา,Nakhon Ratchasima Rajabhat University,การบัญชี,,,,,,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,เบญจวรรณ รักษ์สุธี,,มหาวิทยาลัยวงษ์ชวลิตกุล,Vongchavalitkul University,-,,,,,,ปริญญาโท,อาจารย์มหาวิทยาลัยเอกชน
รองศาสตราจารย์,เบญจา มุกตพันธุ์,Benja Muktabhant,มหาวิทยาลัยขอนแก่น,Khon Kaen University,โภชนวิทยา,423.0,16.0,412.0,7.0,45.0,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,เบ็ญจพจน์ ยศเนืองนิตย์,Benjapote Yotnuengnit,มหาวิทยาลัยมหิดล,Mahidol University,ทันกรรมประดิษฐ์,6.0,2.0,6.0,1.0,3.0,ปริญญาตรี,ต่ออายุราชการ
รองศาสตราจารย์,เบ็ญจลักษณ์ ผลรัตน์,Benjaluck Phonrat,มหาวิทยาลัยมหิดล,Mahidol University,-,1123.0,95.0,1047.0,16.0,344.0,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,เปรมฤดี ภูมิถาวร,Preamrudee Poomthavorn,มหาวิทยาลัยมหิดล,Mahidol University,กุมารเวชศาสตร์,398.0,46.0,391.0,11.0,82.0,ปริญญาตรี,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,เปรมวิทย์ วิวัฒนเศรษฐ์,,มหาวิทยาลัยพะเยา,University of Phayao,ภาษาไทย,,,,,,ปริญญาโท,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,เปรมใจ ตรีสรานุวัฒนา,,มหาวิทยาลัยเกษตรศาสตร์,Kasetsart University,สถิติ,,,,,,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,เพชร พิศาลก่อสกุล,Petch Pisarnkorskul,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,จักษุวิทยา,10.0,3.0,10.0,2.0,4.0,ปริญญาโท,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,เพชรน้อย เวทยประสิทธิ์,,มหาวิทยาลัยรามคำแหง,Ramkhamhaeng University,การบัญชี,,,,,,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,เพชรรัตน์ โชติกอาภา,,มหาวิทยาลัยเชียงใหม่,Chiang Mai University,วิทยาการคอมพิวเตอร์,,,,,,ปริญญาโท,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,เพชรรัตน์ ไกรวพันธุ์,Petcharat Kraivaphan,มหาวิทยาลัยมหิดล,Mahidol University,-,374.0,28.0,336.0,9.0,46.0,ปริญญาโท,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,เพชราภรณ์ จันทรสูตร์,,มหาวิทยาลัยรามคำแหง,Ramkhamhaeng University,บรรณารักษ์ศาสตร์,,,,,,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,เพชรไสว ลิ้มตระกูล,,มหาวิทยาลัยขอนแก่น,Khon Kaen University,-,,,,,,-,ข้าราชการ
รองศาสตราจารย์,เพทาย พงษ์เพียจันทร์,Petai Pongpiachan,มหาวิทยาลัยเชียงใหม่,Chiang Mai University,สัตวศาสตร์,85.0,11.0,78.0,6.0,30.0,ปริญญาโท,ต่ออายุราชการ
ศาสตราจารย์,เพลินจันทร์ เชษฐ์โชติศักดิ์,Ploenchan Chetchotisakd,มหาวิทยาลัยขอนแก่น,Khon Kaen University,อายุรศาสตร์ทั่วไป,5919.0,123.0,5019.0,37.0,3568.0,ปริญญาตรี,พนักงานราชการ (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,เพลินทิพย์ โกเมศโสภา,,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,บริหารธุรกิจ,,,,,,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,เพิ่มบุญ แก้วเขียว,,มหาวิทยาลัยรามคำแหง,Ramkhamhaeng University,กฎหมายทั่วไป,,,,,,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,เพียงจันทร์ โรจนวิภาต,Piangchan Rojanavipart,มหาวิทยาลัยมหิดล,Mahidol University,ชีวสถิติ,28.0,9.0,28.0,2.0,28.0,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,เพียรศักดิ์ ภักดี,,มหาวิทยาลัยขอนแก่น,Khon Kaen University,-,,,,1.0,,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,เพียรศิริ ปิยะธีรธิติวรกุล,,มหาวิทยาลัยเกษตรศาสตร์,Kasetsart University,ชีววิทยา,,,,,,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,เพ็ชรี หมื่นเจริญสุข,,มหาวิทยาลัยราชภัฏเทพสตรี,Thepsatri Rajabhat University,การบัญชีและการเงิน,,,,,,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,เพ็ญจันทร์ รวิยะวงศ์,,มหาวิทยาลัยเทคโนโลยีราชมงคลล้านนา,Rajamangala University of Technology Lanna,เศรษฐศาสตร์,,,,,,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,เพ็ญจันทร์ เสรีวิวัฒนา,,มหาวิทยาลัยมหิดล,Mahidol University,พยาบาลศาสตร์,,,,,,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,เพ็ญจันท์ ส. โมไนยพงศ์,,มหาวิทยาลัยคริสเตียน,Christian University of Thailand,-,,,,,,ปริญญาโท,อาจารย์วิทยาลัยเอกชน
รองศาสตราจารย์,เพ็ญพรรณ ยังคง,,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,คณิตศาสตร์,,,,0.0,,ปริญญาโท,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,เพ็ญพรรณ เลาหพันธ์,Penpan Laohapand,มหาวิทยาลัยมหิดล,Mahidol University,ปริทันตวิทยา,150.0,10.0,147.0,7.0,36.0,ปริญญาตรี,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,เพ็ญรัตน์ หงษ์วิทยากร,,มหาวิทยาลัยแม่โจ้,Maejo University,-,,,,1.0,,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,เพ็ญศรี ชุนใช้,,มหาวิทยาลัยวงษ์ชวลิตกุล,Vongchavalitkul University,-,,,,,,ปริญญาโท,อาจารย์มหาวิทยาลัยเอกชน
รองศาสตราจารย์,เพ็ญศรี ภูมิถาวร,,มหาวิทยาลัยรามคำแหง,Ramkhamhaeng University,ประวัติศาสตร์,,,,,,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,เพ็ญศรี เศรษฐวงศ์,,มหาวิทยาลัยรามคำแหง,Ramkhamhaeng University,ศึกษาศาสตร์,,,,,,ปริญญาโท,ต่ออายุราชการ
รองศาสตราจารย์,เพ็ญศรี โคสุวรรณ,Pensri Kosuwon,มหาวิทยาลัยขอนแก่น,Khon Kaen University,กุมารเวชศาสตร์,146.0,15.0,144.0,7.0,86.0,ปริญญาตรี,ข้าราชการ
ศาสตราจารย์,เภสัชกร ดร. กิตติศักดิ์ ลิขิตวิทยาวุฒิ,Kittisak Likhitwitayawuid,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,เภสัชเวท,2664.0,100.0,2060.0,26.0,166.0,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,เภสัชกร ดร. ฉัตชัย ฉิ่นไพศาล,Chatchai Chinpaisal,มหาวิทยาลัยศิลปากร,Silapakorn University,เภสัชศาสตร์,291.0,16.0,227.0,7.0,27.0,ปริญญาเอก,ข้าราชการ
รองศาสตราจารย์,เภสัชกร ดร. ชัยโย ชัยชาญทิพยุทธ,Chaiyo Chaichantipyuth,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,เภสัชเวท,1109.0,45.0,883.0,19.0,147.0,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,เภสัชกร ดร. ฐิตินันท์ เอื้ออำนวย,Titinun Auamnoy,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,บริหารเภสัชกิจ,5.0,7.0,5.0,2.0,23.0,ปริญญาเอก,ข้าราชการ
รองศาสตราจารย์,เภสัชกร ดร. ธงชัย สุขเศวต,Thongchai Sooksawate,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,สรีรวิทยา,383.0,17.0,310.0,11.0,35.0,ปริญญาเอก,ข้าราชการ
รองศาสตราจารย์,เภสัชกร ดร. ธนะเศรษฐ์ ง้าวหิรัญพัฒน์,Tanasait Ngawhirunpat,มหาวิทยาลัยศิลปากร,Silapakorn University,เภสัชศาสตร์,2866.0,199.0,2343.0,31.0,162.0,ปริญญาเอก,ข้าราชการ
รองศาสตราจารย์,เภสัชกร ดร. ธวัชชัย แพชมัด,Thawatchai Phaechamud,มหาวิทยาลัยศิลปากร,Silapakorn University,เภสัชศาสตร์,880.0,113.0,754.0,15.0,72.0,ปริญญาเอก,ข้าราชการ
รองศาสตราจารย์,เภสัชกร ดร. ธีรศักดิ์ โรจนราธา,T. Rojanarata,มหาวิทยาลัยศิลปากร,Silapakorn University,เภสัชศาสตร์,2376.0,171.0,1969.0,29.0,170.0,ปริญญาเอก,ข้าราชการ
รองศาสตราจารย์,เภสัชกร ดร. นิจศิริ เรืองรังษี,Nijsiri Ruangrungsi,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,เภสัชเวท,3634.0,156.0,3141.0,35.0,273.0,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,เภสัชกร ดร. บุญชู ศรีตุลารักษ์,Boonchoo Sritularak,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,เภสัชเวท,1176.0,105.0,767.0,19.0,168.0,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,เภสัชกร ดร. บุญยงค์ ตันติสิระ,Boonyong Tantisira,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,สรีรวิทยา,628.0,31.0,492.0,16.0,43.0,ปริญญาเอก,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
